identifier,latitude,longitude,type,nav_type,usage,region
AJJIT,37.206356666666665,-82.88753166666666,WAYPOINT,W,,ENRT
AJKAV,35.13426,-78.66767333333334,WAYPOINT,W,,ENRT
AJPOG,36.267961666666665,-115.40699166666667,WAYPOINT,W,,ENRT
AJUDO,35.609138333333334,-120.58433166666667,WAYPOINT,W,,ENRT
AJUHO,40.45739,-122.30269833333334,WAYPOINT,W,,ENRT
AJUMI,20.673498333333335,-156.49322166666667,WAYPOINT,R,,ENRT
AJUYU,37.28935666666667,-121.85099833333334,WAYPOINT,W,,ENRT
AJVER,36.22558166666666,-119.37553166666666,WAYPOINT,W,,ENRT
AJVIW,35.785595,-78.80876166666667,WAYPOINT,W,,ENRT
AJWUM,33.57284333333333,-116.105345,WAYPOINT,W,,ENRT
AJYUF,35.787375,-78.80805666666667,WAYPOINT,W,,ENRT
AK,41.068506666666664,-81.38575333333333,NDB,,,
AKACO,43.94225333333333,-69.00058166666666,WAYPOINT,W,,ENRT
AKACU,31.340666666666667,-110.853,WAYPOINT,R,L,ENRT
AKADY,35.834136666666666,-119.40773333333334,WAYPOINT,W,,ENRT
AKALE,35.20876333333333,-83.78544166666667,WAYPOINT,W,,ENRT
AKANY,34.774498333333334,-118.274995,WAYPOINT,W,,ENRT
AKAPY,39.41726333333333,-122.21958833333333,WAYPOINT,W,,ENRT
AKATE,39.78503333333333,-84.10268833333333,WAYPOINT,R,,ENRT
AKAYI,33.969166666666666,-90.45429833333333,WAYPOINT,C,L,ENRT
AKBEH,35.356701666666666,-84.69178166666667,WAYPOINT,W,,ENRT
AKBOY,60.28632833333333,-145.286415,WAYPOINT,W,,ENRT
AKCAP,59.45603833333333,-135.30939833333332,WAYPOINT,W,L,ENRT
AKCAR,56.189886666666666,-134.00305333333333,WAYPOINT,W,L,ENRT
AKCAT,65.63420833333333,-152.18981,WAYPOINT,W,,ENRT
AKCEV,36.80898333333333,-120.557605,WAYPOINT,W,,ENRT
AKDMY,34.24189166666667,-118.90472833333334,WAYPOINT,R,,ENRT
AKEEM,30.103315,-95.11783,WAYPOINT,W,,ENRT
AKEHU,35.85453833333333,-78.89093833333334,WAYPOINT,W,,ENRT
AKELL,38.534038333333335,-78.29063333333333,WAYPOINT,W,,ENRT
AKELT,62.009315,-165.08979666666667,WAYPOINT,C,L,ENRT
AKERE,70.10676833333333,-146.49136166666668,WAYPOINT,W,,ENRT
AKESE,35.35858,-98.92408166666667,WAYPOINT,W,,ENRT
AKETT,43.93709166666667,-90.22108333333334,WAYPOINT,R,,ENRT
AKFOG,60.608395,-161.77128333333334,WAYPOINT,W,,ENRT
AKGAS,61.00557166666667,-154.68877,WAYPOINT,C,B,ENRT
AKGEF,41.62556166666667,-82.73656,WAYPOINT,W,,ENRT
AKGOS,33.104335,-87.02507333333334,WAYPOINT,W,,ENRT
AKHAT,57.02164166666667,-136.13530833333334,WAYPOINT,W,,ENRT
AKHOG,56.889653333333335,-136.35734333333335,WAYPOINT,W,,ENRT
AKINS,35.46743333333333,-94.67245666666666,WAYPOINT,R,L,ENRT
AKISU,47.550435,161.33333333333334,WAYPOINT,W,H,ENRT
AKKAA,19.650365,-156.13454666666667,WAYPOINT,W,,ENRT
AKKID,58.93775,-140.32027666666667,WAYPOINT,W,,ENRT
AKKIF,47.624266666666664,-96.50993833333334,WAYPOINT,W,L,ENRT
AKMIE,40.70646166666667,-88.48800833333334,WAYPOINT,W,,ENRT
AKN,58.721495,-156.75140833333333,VOR_DME,P,,
AKO,40.153333333333336,-103.174495,VOR_DME,K,,
AKODE,43.53682,-89.55825666666667,WAYPOINT,W,,ENRT
AKODY,38.52392833333333,-104.68504333333334,WAYPOINT,W,,ENRT
AKOJO,28.757335,-81.72192333333334,WAYPOINT,W,L,ENRT
AKOME,33.68448333333333,-117.13396333333333,WAYPOINT,R,,ENRT
AKORD,36.724156666666666,-121.85232166666667,WAYPOINT,W,,ENRT
AKORE,38.101285,-100.70531666666666,WAYPOINT,R,,ENRT
AKOYU,35.553733333333334,-85.226345,WAYPOINT,W,,ENRT
AKP,68.13530833333333,-151.73987,NDB,,,
AKQ,36.97635833333333,-77.00058333333334,NDB,,,
AKSAR,40.155566666666665,-80.28580166666667,WAYPOINT,C,L,ENRT
AKSEA,54.523286666666664,-131.60699666666667,WAYPOINT,W,,ENRT
AKTEX,56.5,-132.0,WAYPOINT,W,,ENRT
AKTIE,64.66666666666667,-155.5,WAYPOINT,W,,ENRT
AKTOF,41.508,-82.588975,WAYPOINT,W,,ENRT
AKUCU,35.487955,-86.02507,WAYPOINT,W,,ENRT
AKUGE,43.73730333333334,-72.46866333333334,WAYPOINT,W,,ENRT
AKUKE,35.47521666666667,-77.82441,WAYPOINT,W,,ENRT
AKUKY,44.32266666666666,-119.47328833333333,WAYPOINT,C,L,ENRT
AKUMY,67.90467166666667,-152.58342666666667,WAYPOINT,W,L,ENRT
AKUNA,33.45041333333333,-96.82055,WAYPOINT,W,,ENRT
AKUTE,40.570438333333335,-82.00019,WAYPOINT,W,,ENRT
AKUXE,70.322065,-149.66882333333334,WAYPOINT,W,,ENRT
AKUYE,32.52178166666667,-93.67321666666666,WAYPOINT,R,,ENRT
AKVOC,26.718123333333335,-98.04127,WAYPOINT,W,,ENRT
AKW,55.56784,-133.075505,NDB,,,
AKWAY,54.508208333333336,-132.03418833333333,WAYPOINT,W,,ENRT
AKXUT,30.906281666666665,-89.23991,WAYPOINT,W,L,ENRT
AKYER,32.923831666666665,-117.23461333333333,WAYPOINT,W,,ENRT
AKZOO,60.141666666666666,-145.476575,WAYPOINT,W,,ENRT
AL,46.17200666666667,-118.19114833333333,NDB,,,
ALACE,44.255601666666664,-72.40727833333334,WAYPOINT,W,,ENRT
ALADN,29.067576666666668,-82.06958166666666,WAYPOINT,C,L,ENRT
ALAFU,21.356188333333332,-155.66999,WAYPOINT,C,B,ENRT
ALAKE,38.7891,-88.46821333333334,WAYPOINT,R,,ENRT
ALANA,21.071863333333333,-157.936785,WAYPOINT,C,B,ENRT
ALAND,40.22620333333333,-89.30238333333334,WAYPOINT,C,L,ENRT
ALANN,35.59133333333333,-125.93733333333333,WAYPOINT,W,,ENRT
ALANR,37.81912166666667,-102.11697166666667,WAYPOINT,W,L,ENRT
ALANS,30.769801666666666,-87.09170833333333,WAYPOINT,R,,ENRT
ALARY,39.654,-75.74116666666667,WAYPOINT,W,,ENRT
ALASK,16.835486666666668,-66.53584833333333,WAYPOINT,W,B,ENRT
ALATY,59.41943166666667,-138.23799,WAYPOINT,W,,ENRT
ALB,42.741701666666664,-73.80191,VOR_DME,K,,
ALBAS,33.593113333333335,-118.07336,WAYPOINT,C,L,ENRT
ALBBE,20.416666666666668,-72.24261666666666,WAYPOINT,R,B,ENRT
ALBEK,39.77332,-74.90433166666666,WAYPOINT,C,L,ENRT
ALBEN,28.574563333333334,-82.11786666666667,WAYPOINT,R,,ENRT
ALBER,34.37031666666667,-86.32301166666667,WAYPOINT,R,L,ENRT
ALBIE,43.338606666666664,-91.30448666666666,WAYPOINT,W,,ENRT
ALBIN,41.467325,-104.28973,WAYPOINT,R,L,ENRT
ALBOW,41.03400666666667,-71.97178166666667,WAYPOINT,W,H,ENRT
ALBRT,40.838181666666664,-92.22363666666666,WAYPOINT,R,H,ENRT
ALBUN,37.851463333333335,-82.155375,WAYPOINT,W,,ENRT
ALCEE,42.939051666666664,-70.97536666666667,WAYPOINT,W,,ENRT
ALCEM,35.887928333333335,-98.04154666666666,WAYPOINT,W,,ENRT
ALCID,42.121805,-72.55468666666667,WAYPOINT,W,,ENRT
ALCOA,37.826618333333336,-125.83404833333333,WAYPOINT,C,B,ENRT
ALCOR,36.39115666666667,-97.322475,WAYPOINT,C,L,ENRT
ALCOS,42.787791666666664,-106.57256166666667,WAYPOINT,R,L,ENRT
ALD,33.00749666666667,-81.28867333333334,VOR_DME,K,,
ALDAN,36.392093333333335,-78.93381,WAYPOINT,C,L,ENRT
ALDAY,43.93715,-89.85560833333334,WAYPOINT,W,,ENRT
ALDER,46.81960333333333,-122.40853166666666,WAYPOINT,C,B,ENRT
ALDOH,35.70553,-81.30021833333333,WAYPOINT,C,L,ENRT
ALDOZ,55.18915,-178.53551666666667,WAYPOINT,C,H,ENRT
ALEAN,36.72577833333333,-81.62103,WAYPOINT,W,H,ENRT
ALEDE,39.367288333333335,-84.37226833333334,WAYPOINT,W,,ENRT
ALEEE,41.00469666666667,-80.52569333333334,WAYPOINT,W,H,ENRT
ALEEN,45.669735,-92.22328166666667,WAYPOINT,W,L,ENRT
ALEKS,40.82550833333333,-73.82625333333333,WAYPOINT,R,,ENRT
ALELE,38.835276666666665,-121.336615,WAYPOINT,W,,ENRT
ALENK,41.141125,-88.89318,WAYPOINT,W,,ENRT
ALENS,45.567103333333336,-101.41697833333333,WAYPOINT,C,L,ENRT
ALERI,23.005846666666667,-68.60515333333333,WAYPOINT,W,B,ENRT
ALEUT,54.23609666666667,-166.54197,WAYPOINT,W,L,ENRT
ALEWU,30.917705,-85.60079166666667,WAYPOINT,W,,ENRT
ALEXX,34.93651333333333,-97.73896166666667,WAYPOINT,R,L,ENRT
ALEYE,13.484133333333332,144.79128,WAYPOINT,W,,ENRT
ALEYS,33.291351666666664,-112.04277166666667,WAYPOINT,R,,ENRT
ALFER,30.556521666666665,-96.13795833333333,WAYPOINT,W,,ENRT
ALFFF,42.33954166666667,-70.97280166666667,WAYPOINT,C,,ENRT
ALFOR,44.304955,-123.15119666666666,WAYPOINT,C,L,ENRT
ALGAE,26.35266,-89.93935,WAYPOINT,W,B,ENRT
ALGAL,40.668056666666665,-79.85196166666667,WAYPOINT,W,,ENRT
ALGEE,38.85320166666666,-77.02633666666667,WAYPOINT,W,,ENRT
ALGER,30.133638333333334,-90.02532666666667,WAYPOINT,C,,ENRT
ALGTR,35.933345,-76.05959166666666,WAYPOINT,C,L,ENRT
ALGUM,37.43987,-97.31851,WAYPOINT,R,,ENRT
ALGUY,34.551433333333335,-77.435295,WAYPOINT,R,,ENRT
ALHAH,39.450768333333336,-91.73777,WAYPOINT,C,L,ENRT
ALHOS,30.442543333333333,-97.722515,WAYPOINT,W,,ENRT
ALI,27.737213333333333,-98.01947166666666,VOR_DME,K,,
ALIAN,32.68567,-99.22054,WAYPOINT,W,,ENRT
ALIBY,31.919436666666666,-107.77401833333333,WAYPOINT,C,H,ENRT
ALICA,21.576026666666667,-153.38460333333333,WAYPOINT,C,B,ENRT
ALICE,32.98399166666667,-87.93534333333334,WAYPOINT,W,L,ENRT
ALIEF,28.685623333333332,-96.73638666666666,WAYPOINT,C,,ENRT
ALIEN,59.684446666666666,-164.67576,WAYPOINT,W,L,ENRT
ALING,37.39277,-89.50826666666667,WAYPOINT,C,L,ENRT
ALINN,36.469175,-77.28596833333333,WAYPOINT,W,H,ENRT
ALIRE,44.17554666666667,-68.65766,WAYPOINT,W,,ENRT
ALISS,30.258276666666667,-99.34167166666667,WAYPOINT,W,,ENRT
ALIVY,30.603656666666666,-84.37407333333333,WAYPOINT,W,,ENRT
ALIXE,36.42612333333334,-119.37609833333333,WAYPOINT,R,,ENRT
ALIXX,41.175475,-73.38914833333334,WAYPOINT,C,,ENRT
ALIYA,30.554491666666667,-91.40340666666667,WAYPOINT,C,L,ENRT
ALIYO,41.451385,-82.60890833333333,WAYPOINT,W,,ENRT
ALJ,60.47456,-146.58579166666667,NDB,,,
ALJAI,20.667796666666668,-158.676645,WAYPOINT,R,,ENRT
ALJEL,29.02207,-81.20904333333333,WAYPOINT,W,,ENRT
ALKAL,43.009725,-115.32354333333333,WAYPOINT,C,L,ENRT
ALKEM,29.804666666666666,-104.5855,WAYPOINT,R,L,ENRT
ALKEY,42.943275,-108.208355,WAYPOINT,R,,ENRT
ALKIA,47.619281666666666,-122.47119666666667,WAYPOINT,R,,ENRT
ALLAM,44.743015,-122.984005,WAYPOINT,W,,ENRT
ALLAN,40.42044333333333,-105.51822,WAYPOINT,R,L,ENRT
ALLBE,37.50383333333333,-127.0,WAYPOINT,W,B,ENRT
ALLEE,33.80388333333333,-88.62098166666667,WAYPOINT,R,,ENRT
ALLER,35.48659333333333,-80.07633,WAYPOINT,R,,ENRT
ALLEX,44.416666666666664,-67.0,WAYPOINT,W,H,ENRT
ALLFA,43.936613333333334,-90.27552333333334,WAYPOINT,R,,ENRT
ALLIS,33.442863333333335,-112.62194,WAYPOINT,C,L,ENRT
ALLMO,31.93689,-96.24201666666667,WAYPOINT,R,L,ENRT
ALLOE,39.907275,-87.17373166666667,WAYPOINT,C,L,ENRT
ALLOT,44.972701666666666,-99.15336333333333,WAYPOINT,C,L,ENRT
ALLSO,27.642768333333333,-81.38521,WAYPOINT,R,,ENRT
ALLUN,22.023893333333334,-157.85724166666665,WAYPOINT,R,,ENRT
ALLYN,31.820153333333334,-102.67205333333334,WAYPOINT,R,L,ENRT
ALLYX,39.60726666666667,-104.68612166666666,WAYPOINT,C,,ENRT
ALMAH,33.935993333333336,-116.50828333333334,WAYPOINT,W,,ENRT
ALMAS,39.03564,-96.57382833333334,WAYPOINT,R,L,ENRT
ALMAT,39.35827666666667,-75.05984333333333,WAYPOINT,W,,ENRT
ALMAY,44.055145,-93.58435,WAYPOINT,C,L,ENRT
ALMEH,12.766943333333334,143.55642166666667,WAYPOINT,W,,ENRT
ALMND,35.701773333333335,-91.791925,WAYPOINT,R,,ENRT
ALMNR,39.990395,-121.17644833333334,WAYPOINT,W,,ENRT
ALMNT,38.535981666666665,-106.84197,WAYPOINT,W,,ENRT
ALMON,32.38346333333333,-111.49018833333334,WAYPOINT,C,B,ENRT
ALMOT,63.45052166666667,-161.80219833333334,WAYPOINT,C,L,ENRT
ALMOY,30.435975,-98.35644166666667,WAYPOINT,C,,ENRT
ALMST,34.73762833333333,-119.34305,WAYPOINT,W,,ENRT
ALNOK,61.27529166666667,-149.79320333333334,WAYPOINT,R,,ENRT
ALNZO,26.483971666666665,-80.558785,WAYPOINT,C,,ENRT
ALO,42.553898333333336,-92.39268833333334,VOR_DME,K,,
ALOBI,32.04058666666667,-71.77465166666667,WAYPOINT,W,B,ENRT
ALOCK,42.587385,-93.423905,WAYPOINT,C,B,ENRT
ALOCO,44.37333,-71.27210333333333,WAYPOINT,W,,ENRT
ALOHI,-14.222966666666666,-170.974245,WAYPOINT,R,,ENRT
ALOME,30.384218333333333,-87.22118333333333,WAYPOINT,W,,ENRT
ALONI,44.64233333333333,-75.65166666666667,WAYPOINT,W,,ENRT
ALOON,32.06863833333333,-86.523605,WAYPOINT,C,L,ENRT
ALOPE,47.77050166666667,-104.067255,WAYPOINT,C,L,ENRT
ALOXE,29.154906666666665,-95.22004,WAYPOINT,R,,ENRT
ALP,42.236551666666664,-76.75843,NDB,,,
ALPHE,42.434873333333336,-84.50595,WAYPOINT,C,H,ENRT
ALPOE,40.95475833333333,-106.30948666666667,WAYPOINT,R,H,ENRT
ALPSE,48.166666666666664,-122.08333333333333,WAYPOINT,W,,ENRT
ALRIC,38.333911666666665,-121.82163,WAYPOINT,C,,ENRT
ALROE,27.785181666666666,-83.00483333333334,WAYPOINT,W,,ENRT
ALS,37.34282833333334,-105.80932,VOR_DME,K,,
ALSCT,44.503818333333335,-119.60516333333334,WAYPOINT,W,,ENRT
ALTAA,39.57557,-106.98738833333333,WAYPOINT,W,,ENRT
ALTAM,37.80730333333333,-121.74159,WAYPOINT,C,L,ENRT
ALTEE,34.883833333333335,-92.25674333333333,WAYPOINT,W,,ENRT
ALTEW,63.550398333333334,-144.83617,WAYPOINT,R,L,ENRT
ALTEY,59.574725,-160.05130333333332,WAYPOINT,R,L,ENRT
ALTNN,26.704056666666666,-80.26921166666666,WAYPOINT,C,,ENRT
ALTON,47.025815,-114.42369166666667,WAYPOINT,C,L,ENRT
ALTOR,27.633986666666665,-99.350505,WAYPOINT,W,,ENRT
ALTTA,36.551485,-119.32274166666667,WAYPOINT,C,L,ENRT
ALTUR,31.484833333333334,-77.1195,WAYPOINT,W,,ENRT
ALTUW,46.24229,-94.22451166666667,WAYPOINT,W,,ENRT
ALUCO,41.208845,-82.60610666666666,WAYPOINT,W,,ENRT
ALUFF,56.43748333333333,-173.62286666666665,WAYPOINT,C,H,ENRT
ALUGE,40.04177833333333,-90.92402666666666,WAYPOINT,C,L,ENRT
ALUKE,62.804025,-155.98474666666667,WAYPOINT,W,,ENRT
ALUPE,59.876173333333334,-154.65084,WAYPOINT,C,L,ENRT
ALURE,30.223078333333333,-86.47442833333334,WAYPOINT,W,,ENRT
ALUTE,25.403531666666666,-74.52543,WAYPOINT,W,B,ENRT
ALVAR,37.605426666666666,-122.07227666666667,WAYPOINT,R,,ENRT
ALVER,30.386233333333333,-87.02443166666667,WAYPOINT,R,,ENRT
ALVID,43.902833333333334,-76.60066666666667,WAYPOINT,W,,ENRT
ALVIL,44.12608,-108.20436166666667,WAYPOINT,C,L,ENRT
ALVIN,30.150071666666665,-83.06918333333333,WAYPOINT,R,L,ENRT
ALVNE,32.47397,-93.64191333333333,WAYPOINT,R,,ENRT
ALVOJ,39.03583,-108.43711,WAYPOINT,R,,ENRT
ALVUS,46.35833,-84.216695,WAYPOINT,C,L,ENRT
ALW,46.08552,-118.288855,VOR_DME,K,,
ALWYZ,38.983443333333334,-77.65275666666666,WAYPOINT,C,,ENRT
ALWZZ,34.70048333333333,-79.406095,WAYPOINT,W,H,ENRT
ALXEA,37.784076666666664,-77.284955,WAYPOINT,W,H,ENRT
ALYAN,63.78495,-170.10936666666666,WAYPOINT,R,,ENRT
ALYNA,28.784228333333335,-81.02499,WAYPOINT,W,,ENRT
ALYRA,29.485218333333332,-78.33896666666666,WAYPOINT,W,,ENRT
ALYSA,35.08994833333333,-81.938255,WAYPOINT,W,,ENRT
ALYSN,34.51799833333333,-118.47214333333334,WAYPOINT,W,,ENRT
AM,35.14121166666666,-101.80332833333334,NDB,,,
AMADO,41.18413666666667,-80.57195333333334,WAYPOINT,W,,ENRT
AMAKR,39.0,-123.75,WAYPOINT,C,,ENRT
AMALE,39.95271833333334,-82.15123,WAYPOINT,R,L,ENRT
AMANY,34.93472666666667,-118.79223,WAYPOINT,W,,ENRT
AMAPO,32.076585,-84.32064833333334,WAYPOINT,C,L,ENRT
AMAPY,44.238055,-121.11959666666667,WAYPOINT,W,,ENRT
AMARG,39.218115,-85.423855,WAYPOINT,C,L,ENRT
AMART,38.18447166666667,-89.78735833333333,WAYPOINT,W,L,ENRT
AMATT,23.256166666666665,-130.15866666666668,WAYPOINT,W,B,ENRT
AMAXE,48.575995,-101.64089,WAYPOINT,R,,ENRT
AMBAZ,27.990993333333332,-81.95857833333334,WAYPOINT,R,,ENRT
AMBEY,33.90251833333333,-78.57502333333333,WAYPOINT,R,,ENRT
AMBIA,40.569698333333335,-87.72170166666666,WAYPOINT,R,,ENRT
AMBIE,40.819005,-76.667505,WAYPOINT,R,,ENRT
AMBIS,23.725641666666668,-76.87478333333334,WAYPOINT,C,B,ENRT
AMBRR,33.28794166666667,-112.34167833333333,WAYPOINT,R,,ENRT
AMBRY,36.867201666666666,-76.55133833333333,WAYPOINT,W,,ENRT
AMCOS,41.37342833333334,-83.26691166666667,WAYPOINT,W,,ENRT
AMEEE,38.405725,-76.70841666666666,WAYPOINT,W,,ENRT
AMEER,36.92006,-119.97031666666666,WAYPOINT,R,L,ENRT
AMEKE,48.19005,-122.35442,WAYPOINT,C,L,ENRT
AMEKK,40.51824,-112.03710666666667,WAYPOINT,W,,ENRT
AMENN,33.983736666666665,-82.22199666666667,WAYPOINT,W,,ENRT
AMENO,29.0,-60.0,WAYPOINT,W,B,ENRT
AMENS,39.823,-106.60255833333333,WAYPOINT,W,,ENRT
AMEPE,36.455776666666665,-83.43367333333333,WAYPOINT,W,,ENRT
AMERE,35.902935,-112.37629166666666,WAYPOINT,R,L,ENRT
AMERY,19.953051666666667,-156.40549666666666,WAYPOINT,C,B,ENRT
AMETE,36.84041,-76.64306,WAYPOINT,W,,ENRT
AMF,67.103145,-157.85609,NDB,,,
AMFAL,42.759445,-112.83410666666667,WAYPOINT,W,L,ENRT
AMFAP,26.685478333333332,-80.13841166666667,WAYPOINT,C,,ENRT
AMFIB,33.17437833333334,-117.49066666666667,WAYPOINT,C,,ENRT
AMFIJ,26.7089,-80.13665666666667,WAYPOINT,C,,ENRT
AMG,31.535266666666665,-82.50485333333333,VOR_DME,K,,
AMHUH,42.78806,-76.76914,WAYPOINT,W,,ENRT
AMICO,32.00754666666667,-81.22202166666666,WAYPOINT,W,,ENRT
AMIGO,33.351595,-112.84238833333333,WAYPOINT,W,,ENRT
AMIKE,35.538986666666666,-93.95385166666667,WAYPOINT,R,,ENRT
AMILA,26.941483333333334,-80.05076833333334,WAYPOINT,W,,ENRT
AMIME,30.27002166666667,-97.852515,WAYPOINT,C,,ENRT
AMINE,29.508986666666665,-98.58636833333334,WAYPOINT,W,,ENRT
AMIRE,48.28961666666667,-101.03653666666666,WAYPOINT,R,,ENRT
AMISH,39.938853333333334,-77.622355,WAYPOINT,R,L,ENRT
AMIVE,35.18342333333333,-86.076415,WAYPOINT,W,,ENRT
AML,38.93409,-77.46668833333334,VOR_DME,K,,
AMMBR,45.42474833333333,-93.70051333333333,WAYPOINT,R,L,ENRT
AMMIE,38.935338333333334,-99.47389833333334,WAYPOINT,W,,ENRT
AMMOR,32.80267666666667,-115.93817333333334,WAYPOINT,W,,ENRT
AMNDA,27.093325,-79.43516,WAYPOINT,W,,ENRT
AMNOT,38.285875,-121.88770833333334,WAYPOINT,R,,ENRT
AMNUK,26.685736666666667,-80.007515,WAYPOINT,W,,ENRT
AMOHO,40.659058333333334,-102.27408,WAYPOINT,W,,ENRT
AMOKY,38.840468333333334,-77.35408666666666,WAYPOINT,W,,ENRT
AMOND,54.22291666666667,178.30158333333333,WAYPOINT,R,H,ENRT
AMONT,35.18362,-118.75322833333334,WAYPOINT,C,L,ENRT
AMOPE,36.175495,-93.97538166666666,WAYPOINT,W,,ENRT
AMORR,27.626565,-97.35682166666666,WAYPOINT,W,,ENRT
AMORY,29.219503333333332,-82.92381666666667,WAYPOINT,W,H,ENRT
AMOTT,60.871098333333336,-151.3706,WAYPOINT,C,B,ENRT
AMOUR,39.686495,-84.25135,WAYPOINT,R,,ENRT
AMOXE,41.435878333333335,-93.64248166666667,WAYPOINT,W,,ENRT
AMPLE,46.12004833333334,-119.65634,WAYPOINT,C,L,ENRT
AMPOW,36.1407,-86.925155,WAYPOINT,W,,ENRT
AMPSO,47.30887166666667,-122.47324166666667,WAYPOINT,W,,ENRT
AMREW,26.652706666666667,-80.07024833333334,WAYPOINT,C,,ENRT
AMRTN,38.884045,-76.32625833333333,WAYPOINT,W,,ENRT
AMRUW,34.688915,-77.43534833333334,WAYPOINT,R,,ENRT
AMSTD,29.409841666666665,-100.83909,WAYPOINT,C,,ENRT
AMTEE,64.552665,-153.50683666666666,WAYPOINT,W,,ENRT
AMTRA,34.07044,-118.12355833333334,WAYPOINT,C,L,ENRT
AMTTO,18.0,-61.0,WAYPOINT,W,,ENRT
AMUJE,34.96743,-85.65157,WAYPOINT,W,,ENRT
AMUJO,46.89141166666667,-98.63470166666667,WAYPOINT,R,,ENRT
AMUKI,29.509666666666668,-104.28983333333333,WAYPOINT,R,H,ENRT
AMULE,64.41747833333334,-165.27568833333333,WAYPOINT,W,,ENRT
AMUPE,29.80079,-90.05725333333334,WAYPOINT,W,,ENRT
AMUSE,30.453868333333332,-98.28984666666666,WAYPOINT,C,L,ENRT
AMUVY,30.250346666666665,-85.60893666666666,WAYPOINT,W,,ENRT
AMUXE,44.389433333333336,-68.99143333333333,WAYPOINT,W,,ENRT
AMUYO,40.309113333333336,-103.20064333333333,WAYPOINT,W,,ENRT
AMYLU,33.785916666666665,-79.23602666666666,WAYPOINT,W,,ENRT
AMZAD,29.520938333333334,-98.45667333333333,WAYPOINT,W,,ENRT
AN,29.604593333333334,-98.56851166666667,NDB,,,
ANABL,39.50266333333333,-74.72235333333333,WAYPOINT,W,L,ENRT
ANACU,33.68873166666667,-83.66758666666666,WAYPOINT,W,,ENRT
ANADA,15.0,-64.14108166666666,WAYPOINT,W,B,ENRT
ANAHO,39.95666166666667,-119.40938333333334,WAYPOINT,C,H,ENRT
ANAJE,41.45442166666667,-124.35336,WAYPOINT,C,L,ENRT
ANAKE,26.841125,-80.70868833333333,WAYPOINT,W,,ENRT
ANALE,47.73956833333333,-110.40571166666666,WAYPOINT,C,L,ENRT
ANARE,36.633535,-97.19189666666666,WAYPOINT,R,,ENRT
ANARY,45.50298,-124.019185,WAYPOINT,W,,ENRT
ANCAP,34.159616666666665,-119.58580666666667,WAYPOINT,R,,ENRT
ANCHO,33.60482666666667,-105.99312833333333,WAYPOINT,R,,ENRT
ANCOR,43.99198333333333,-69.11718333333333,WAYPOINT,C,L,ENRT
ANDAL,31.257756666666666,-86.47267,WAYPOINT,R,,ENRT
ANDDE,44.97168,-92.68336,WAYPOINT,C,L,ENRT
ANDDY,39.918591666666664,-106.637715,WAYPOINT,W,,ENRT
ANDEE,37.55202166666667,-120.72376,WAYPOINT,R,,ENRT
ANDES,19.823535,-156.20866333333333,WAYPOINT,C,B,ENRT
ANDIA,30.39225666666667,-100.32571333333334,WAYPOINT,W,,ENRT
ANDLE,41.303176666666666,-78.48663666666667,WAYPOINT,W,,ENRT
ANDON,30.367518333333333,-87.21920166666666,WAYPOINT,R,,ENRT
ANDOZ,38.94278333333333,-77.91934166666667,WAYPOINT,W,,ENRT
ANDRO,28.042841666666668,-81.884745,WAYPOINT,R,,ENRT
ANDRW,41.71832333333333,-73.74107833333333,WAYPOINT,W,,ENRT
ANDUH,33.42402833333333,-117.21924166666666,WAYPOINT,R,,ENRT
ANDYA,33.401131666666664,-96.11841666666666,WAYPOINT,R,,ENRT
ANDYS,34.36911666666666,-81.139635,WAYPOINT,C,L,ENRT
ANDYY,36.07071833333333,-115.290375,WAYPOINT,W,,ENRT
ANEDE,32.33441666666667,-95.22170333333334,WAYPOINT,W,,ENRT
ANEEL,32.38948833333333,-102.840955,WAYPOINT,C,L,ENRT
ANEGE,38.53447333333333,-88.667665,WAYPOINT,W,,ENRT
ANEMO,26.4505,-80.407,WAYPOINT,W,,ENRT
ANERE,39.022803333333336,-75.42119666666666,WAYPOINT,R,,ENRT
ANESE,61.95751333333333,-162.43979333333334,WAYPOINT,W,L,ENRT
ANEVY,15.433418333333334,146.27107833333332,WAYPOINT,R,B,ENRT
ANEWA,41.60701,-83.60347666666667,WAYPOINT,R,H,ENRT
ANEYI,40.7021,-112.30896333333334,WAYPOINT,C,L,ENRT
ANEZI,41.12021333333333,-83.18878333333333,WAYPOINT,W,,ENRT
ANFAN,27.426575,-82.61735,WAYPOINT,W,,ENRT
ANFEY,44.155305,-94.006055,WAYPOINT,W,,ENRT
ANFOW,27.43777,-82.49145166666666,WAYPOINT,W,,ENRT
ANGEE,27.467428333333334,-80.14234333333333,WAYPOINT,C,B,ENRT
ANGIL,47.958733333333335,-114.15474833333333,WAYPOINT,C,L,ENRT
ANGLL,27.0,-77.56833333333333,WAYPOINT,C,B,ENRT
ANGLR,41.58769,-73.10303166666667,WAYPOINT,W,,ENRT
ANGOO,46.272905,-121.22441166666667,WAYPOINT,R,L,ENRT
ANGRI,34.343288333333334,-82.63997166666667,WAYPOINT,W,,ENRT
ANGRO,25.783333333333335,-80.51666666666667,WAYPOINT,W,,ENRT
ANGRY,33.375886666666666,-112.219975,WAYPOINT,W,,ENRT
ANGSS,22.374016666666666,-71.85857333333334,WAYPOINT,C,B,ENRT
ANGUS,39.30507,-94.93739,WAYPOINT,W,,ENRT
ANI,61.587426666666666,-159.59206833333334,NDB,,,
ANIAK,61.617036666666664,-159.625435,WAYPOINT,C,L,ENRT
